number,district,address,amount
5.160,Кировский,"Новаторов бул., д.112",4
5.161,Кировский,"Новаторов бул., д.116",4
5.162,Кировский,"Новаторов бул., д.20",4
5.163,Кировский,"Новаторов бул., д.32",5
5.164,Кировский,"Новаторов бул., д.4",4
5.165,Кировский,"Новаторов бул., д.43",13
5.166,Кировский,"Новаторов бул., д.73",4
5.167,Кировский,"Новаторов бул., д.73, к.4",1
5.168,Кировский,"Новаторов бул., д.75",4
5.169,Кировский,"Новаторов бул., д.77",4
5.170,Кировский,"Новаторов бул., д.79",4
5.171,Кировский,"Новаторов бул., д.8",4
5.172,Кировский,"Новаторов бул., д.88",4
5.173,Кировский,"Новаторов бул., д.92",4
5.174,Кировский,"Новаторов бул., д.96",4
5.175,Кировский,"Новаторов бул., д.98",4
5.176,Кировский,"Новостроек ул., д.26",13
5.177,Кировский,"Оборонная ул., д.6",4
5.178,Кировский,"Оборонная ул., д.7",4
5.179,Кировский,"Огородный пер., д.11",5
5.180,Кировский,"Огородный пер., д.3",5
5.181,Кировский,"Охотничий пер., д.7",5
5.182,Кировский,"Промышленная ул., д.18/2",13
5.183,Кировский,"Промышленная ул., д.5",4
5.184,Кировский,"Солдата Корзуна ул., д.15, к.2",9
5.185,Кировский,"Солдата Корзуна ул., д.50",4
5.186,Кировский,"Стачек пл., д.4",1
5.187,Кировский,"Стачек пл., д.9",5
5.188,Кировский,"Стачек пр., д.101, к.1",5
5.189,Кировский,"Стачек пр., д.105, к.1",1
5.190,Кировский,"Стачек пр., д.105, к.2",10
5.191,Кировский,"Стачек пр., д.105, к.2, лит.Е",1
5.192,Кировский,"Стачек пр., д.107, к.1",5
5.193,Кировский,"Стачек пр., д.107, к.4",8
5.194,Кировский,"Стачек пр., д.108",1
5.195,Кировский,"Стачек пр., д.111, к.1",4
5.196,Кировский,"Стачек пр., д.111, к.2",4
5.197,Кировский,"Стачек пр., д.150",8
5.198,Кировский,"Стачек пр., д.16",11
5.199,Кировский,"Стачек пр., д.18",4
5.200,Кировский,"Стачек пр., д.182",2
5.201,Кировский,"Стачек пр., д.186",4
5.202,Кировский,"Стачек пр., д.188",4
5.203,Кировский,"Стачек пр., д.192",5
5.204,Кировский,"Стачек пр., д.2",1
5.205,Кировский,"Стачек пр., д.200",4
5.206,Кировский,"Стачек пр., д.204",4
5.207,Кировский,"Стачек пр., д.22а",1
5.208,Кировский,"Стачек пр., д.23",4
5.209,Кировский,"Стачек пр., д.25",2
5.210,Кировский,"Стачек пр., д.27",4
5.211,Кировский,"Стачек пр., д.47",4
5.212,Кировский,"Стачек пр., д.47, лит.Е",1
5.213,Кировский,"Стачек пр., д.47, лит.Ш",1
5.214,Кировский,"Стачек пр., д.47Е",4
5.215,Кировский,"Стачек пр., д.55",2
5.216,Кировский,"Стачек пр., д.67, к.1",4
5.217,Кировский,"Стачек пр., д.72",1
5.218,Кировский,"Стачек пр., д.73",4
5.219,Кировский,"Стачек пр., д.74",4
5.220,Кировский,"Стачек пр., д.75",1
5.221,Кировский,"Стачек пр., д.80",5
5.222,Кировский,"Стачек пр., д.83",4
5.223,Кировский,"Стачек пр., д.84",4
5.224,Кировский,"Стачек пр., д.89, к.1",4
5.225,Кировский,"Стачек пр., д.9",1
5.226,Кировский,"Стачек пр., д.90",4
5.227,Кировский,"Стачек пр., д.93",4
5.228,Кировский,"Стачек пр., д.96",4
5.229,Кировский,"Стачек пр., д.99",9
5.230,Кировский,"Стойкости ул., д.17, к.2",12
5.231,Кировский,"Стойкости ул., д.33",9
5.232,Кировский,"Танкиста Хрустицкого ул., д.33",4
5.233,Кировский,"Трамвайный пр., д.20",4
5.234,Кировский,"Трамвайный пр., д.22",4
5.235,Кировский,"Трамвайный пр., д.24",4
5.236,Кировский,"Трефолева ул., д.10",11
5.237,Кировский,"Трефолева ул., д.22",2
5.238,Кировский,"Трефолева ул., д.3",1
5.239,Кировский,"Трефолева ул., д.38",9
5.240,Кировский,"Трефолева ул., д.9",1
5.241,Кировский,"Химический пер., д.1, к.1",2
5.242,Кировский,"Швецова ул., д.22",5
6.1,Колпинский,"Колпино, Адмиралтейская ул., д.23",9
6.2,Колпинский,"Колпино, Анисимова ул., д.10",5
6.3,Колпинский,"Колпино, Анисимова ул., д.3А",8
6.4,Колпинский,"Колпино, Братьев Радченко ул., д.10",3
6.5,Колпинский,"Колпино, Братьев Радченко ул., д.11",3
6.6,Колпинский,"Колпино, Братьев Радченко ул., д.14",3
