number,district,address,amount
17.157,Фрунзенский,"Будапештская ул., д.55",1
17.158,Фрунзенский,"Будапештская ул., д.56",8
17.159,Фрунзенский,"Будапештская ул., д.6",4
17.160,Фрунзенский,"Будапештская ул., д.60",9
17.161,Фрунзенский,"Будапештская ул., д.61",9
17.162,Фрунзенский,"Будапештская ул., д.62",9
17.163,Фрунзенский,"Будапештская ул., д.63, к.1",7
17.164,Фрунзенский,"Будапештская ул., д.64, к.2",23
17.165,Фрунзенский,"Будапештская ул., д.66, к.1",2
17.166,Фрунзенский,"Будапештская ул., д.66, к.2",3
17.167,Фрунзенский,"Будапештская ул., д.69, к.2",7
17.168,Фрунзенский,"Будапештская ул., д.70/13",2
17.169,Фрунзенский,"Будапештская ул., д.71, к.1",13
17.170,Фрунзенский,"Будапештская ул., д.71, к.2",3
17.171,Фрунзенский,"Будапештская ул., д.71, к.4",1
17.172,Фрунзенский,"Будапештская ул., д.72, к.3",9
17.173,Фрунзенский,"Будапештская ул., д.74, к.1",24
17.174,Фрунзенский,"Будапештская ул., д.74, к.5",1
17.175,Фрунзенский,"Будапештская ул., д.77",6
17.176,Фрунзенский,"Будапештская ул., д.79, к.2",3
17.177,Фрунзенский,"Будапештская ул., д.8",6
17.178,Фрунзенский,"Будапештская ул., д.8, к.1",7
17.179,Фрунзенский,"Будапештская ул., д.8, к.2",7
17.180,Фрунзенский,"Будапештская ул., д.85/10",10
17.181,Фрунзенский,"Будапештская ул., д.86, к.2",11
17.182,Фрунзенский,"Будапештская ул., д.89, к.1",3
17.183,Фрунзенский,"Будапештская ул., д.91, к.2",2
17.184,Фрунзенский,"Будапештская ул., д.93",4
17.185,Фрунзенский,"Будапештская ул., д.95, к.1",12
17.186,Фрунзенский,"Будапештская ул., д.98, к.4",10
17.187,Фрунзенский,"Бухарестская ул., д.102, к.2",1
17.188,Фрунзенский,"Бухарестская ул., д.114, к.3",15
17.189,Фрунзенский,"Бухарестская ул., д.116",2
17.190,Фрунзенский,"Бухарестская ул., д.116, к.1",4
17.191,Фрунзенский,"Бухарестская ул., д.122, к.1",5
17.192,Фрунзенский,"Бухарестская ул., д.124",2
17.193,Фрунзенский,"Бухарестская ул., д.128, к.1",1
17.194,Фрунзенский,"Бухарестская ул., д.128, к.2",1
17.195,Фрунзенский,"Бухарестская ул., д.13",6
17.196,Фрунзенский,"Бухарестская ул., д.136",17
17.197,Фрунзенский,"Бухарестская ул., д.17",6
17.198,Фрунзенский,"Бухарестская ул., д.19",6
17.199,Фрунзенский,"Бухарестская ул., д.21",8
17.200,Фрунзенский,"Бухарестская ул., д.21, к.1",3
17.201,Фрунзенский,"Бухарестская ул., д.21, к.2",4
17.202,Фрунзенский,"Бухарестская ул., д.23, к.1",25
17.203,Фрунзенский,"Бухарестская ул., д.23, к.2",7
17.204,Фрунзенский,"Бухарестская ул., д.23, к.3",7
17.205,Фрунзенский,"Бухарестская ул., д.23, к.4",1
17.206,Фрунзенский,"Бухарестская ул., д.27, к.3",8
17.207,Фрунзенский,"Бухарестская ул., д.30",2
17.208,Фрунзенский,"Бухарестская ул., д.33, к.4",2
17.209,Фрунзенский,"Бухарестская ул., д.33, к.5",6
17.210,Фрунзенский,"Бухарестская ул., д.33, к.6",3
17.211,Фрунзенский,"Бухарестская ул., д.35, к.2",6
17.212,Фрунзенский,"Бухарестская ул., д.35, к.3",6
17.213,Фрунзенский,"Бухарестская ул., д.35, к.4",6
17.214,Фрунзенский,"Бухарестская ул., д.35, к.5",9
17.215,Фрунзенский,"Бухарестская ул., д.39, к.4",1
17.216,Фрунзенский,"Бухарестская ул., д.41, к.1",9
17.217,Фрунзенский,"Бухарестская ул., д.41, к.2",4
17.218,Фрунзенский,"Бухарестская ул., д.49/43",5
17.219,Фрунзенский,"Бухарестская ул., д.5",4
17.220,Фрунзенский,"Бухарестская ул., д.53",1
17.221,Фрунзенский,"Бухарестская ул., д.55",1
17.222,Фрунзенский,"Бухарестская ул., д.57",1
17.223,Фрунзенский,"Бухарестская ул., д.63",3
17.224,Фрунзенский,"Бухарестская ул., д.66, к.1",12
17.225,Фрунзенский,"Бухарестская ул., д.66, к.2",7
17.226,Фрунзенский,"Бухарестская ул., д.66, к.3",7
17.227,Фрунзенский,"Бухарестская ул., д.67, к.1",18
17.228,Фрунзенский,"Бухарестская ул., д.67, к.3",6
17.229,Фрунзенский,"Бухарестская ул., д.67, к.4",6
17.230,Фрунзенский,"Бухарестская ул., д.72, к.1",4
17.231,Фрунзенский,"Бухарестская ул., д.72, к.2",8
17.232,Фрунзенский,"Бухарестская ул., д.76, к.1",2
17.233,Фрунзенский,"Бухарестская ул., д.78",7
17.234,Фрунзенский,"Бухарестская ул., д.84",6
17.235,Фрунзенский,"Бухарестская ул., д.86, к.2",9
17.236,Фрунзенский,"Бухарестская ул., д.86, к.3",9
17.237,Фрунзенский,"Бухарестская ул., д.9",6
17.238,Фрунзенский,"Бухарестская ул., д.94, к.1",11
17.239,Фрунзенский,"Бухарестская ул., д.94, к.2",9
17.240,Фрунзенский,"Бухарестская ул., д.94, к.3",9
17.241,Фрунзенский,"Бухарестская ул., д.94, к.4",4
17.242,Фрунзенский,"Волковский пр., д.144",3
17.243,Фрунзенский,"Волковский пр., д.30",3
17.244,Фрунзенский,"Волковский пр., д.8",2
17.245,Фрунзенский,"Девятого Января пр., д.10",1
17.246,Фрунзенский,"Девятого Января пр., д.9, к.1",1
17.247,Фрунзенский,"Димитрова ул., д.10, к.3",4
17.248,Фрунзенский,"Димитрова ул., д.12, к.3",6
17.249,Фрунзенский,"Димитрова ул., д.13/70",6
17.250,Фрунзенский,"Димитрова ул., д.15, к.1",4
17.251,Фрунзенский,"Димитрова ул., д.15, к.3",2
17.252,Фрунзенский,"Димитрова ул., д.16, к.1",14
17.253,Фрунзенский,"Димитрова ул., д.16, к.3",4
17.254,Фрунзенский,"Димитрова ул., д.17",2
17.255,Фрунзенский,"Димитрова ул., д.18, к.2",4
17.256,Фрунзенский,"Димитрова ул., д.18, к.3",7
17.257,Фрунзенский,"Димитрова ул., д.20, к.1",7
17.258,Фрунзенский,"Димитрова ул., д.20, к.3",4
17.259,Фрунзенский,"Димитрова ул., д.24, к.1",8
17.260,Фрунзенский,"Димитрова ул., д.26",2
17.261,Фрунзенский,"Димитрова ул., д.26, к.1",20
17.262,Фрунзенский,"Димитрова ул., д.29, к.1",6
17.263,Фрунзенский,"Димитрова ул., д.29, к.3",13
17.264,Фрунзенский,"Димитрова ул., д.3, к.2",2
17.265,Фрунзенский,"Димитрова ул., д.31",4
17.266,Фрунзенский,"Димитрова ул., д.37, к.2",10
17.267,Фрунзенский,"Димитрова ул., д.39, к.1",4
17.268,Фрунзенский,"Димитрова ул., д.39, к.2",11
17.269,Фрунзенский,"Димитрова ул., д.39, ст.1, к.4",14
17.270,Фрунзенский,"Димитрова ул., д.4",2
17.271,Фрунзенский,"Димитрова ул., д.4, к.1",13
17.272,Фрунзенский,"Димитрова ул., д.41, к.1",2
17.273,Фрунзенский,"Димитрова ул., д.43",2
17.274,Фрунзенский,"Димитрова ул., д.7, к.1",2
17.275,Фрунзенский,"Димитрова ул., д.9, к.3",4
17.276,Фрунзенский,"Днепропетровская ул., д.10",1
17.277,Фрунзенский,"Днепропетровская ул., д.49",1
17.278,Фрунзенский,"Днепропетровская ул., д.63",2
17.279,Фрунзенский,"Дунайский пр., д.33, к.3",13
17.280,Фрунзенский,"Дунайский пр., д.35, к.1",7
17.281,Фрунзенский,"Дунайский пр., д.35, к.3",4
17.282,Фрунзенский,"Дунайский пр., д.37, к.1",10
17.283,Фрунзенский,"Дунайский пр., д.37, к.2",6
17.284,Фрунзенский,"Дунайский пр., д.40, к.1",2
17.285,Фрунзенский,"Дунайский пр., д.43, к.1",21
17.286,Фрунзенский,"Дунайский пр., д.43, к.2",3
17.287,Фрунзенский,"Дунайский пр., д.48, к.1",22
17.288,Фрунзенский,"Дунайский пр., д.48, к.2",12
17.289,Фрунзенский,"Дунайский пр., д.49/126",24
17.290,Фрунзенский,"Дунайский пр., д.53, к.2",2
17.291,Фрунзенский,"Дунайский пр., д.55, к.1",1
17.292,Фрунзенский,"Дунайский пр., д.58, к.1",7
17.293,Фрунзенский,"Загребский бул., д.1",5
17.294,Фрунзенский,"Загребский бул., д.17, к.2",3
17.295,Фрунзенский,"Загребский бул., д.17, к.3",9
17.296,Фрунзенский,"Загребский бул., д.21",1
17.297,Фрунзенский,"Загребский бул., д.25",4
17.298,Фрунзенский,"Загребский бул., д.26",4
17.299,Фрунзенский,"Загребский бул., д.3, к.1",2
17.300,Фрунзенский,"Загребский бул., д.31, к.2",12
17.301,Фрунзенский,"Загребский бул., д.31/5",3
17.302,Фрунзенский,"Загребский бул., д.33, к.2",9
17.303,Фрунзенский,"Загребский бул., д.35/28",2
17.304,Фрунзенский,"Загребский бул., д.39, к.1",17
17.305,Фрунзенский,"Загребский бул., д.42",4
17.306,Фрунзенский,"Загребский бул., д.5, к.1",5
17.307,Фрунзенский,"Загребский бул., д.5, к.3",2
17.308,Фрунзенский,"Загребский бул., д.7, к.1",12
17.309,Фрунзенский,"Загребский бул., д.7, к.3",1
17.310,Фрунзенский,"Загребский бул., д.9",2
17.311,Фрунзенский,"Загребский бульвар, д.31/5",2
17.312,Фрунзенский,"Камчатская ул., д.19Ж",2
17.313,Фрунзенский,"Камчатская ул., д.6",2
17.314,Фрунзенский,"Карпатская ул., д.6",2
17.315,Фрунзенский,"Купчинская ул., д.11, к.2",5
17.316,Фрунзенский,"Купчинская ул., д.11, к.4",2
17.317,Фрунзенский,"Купчинская ул., д.13, к.1",11
17.318,Фрунзенский,"Купчинская ул., д.15, к.2",5
17.319,Фрунзенский,"Купчинская ул., д.15, к.3",4
17.320,Фрунзенский,"Купчинская ул., д.17, к.4",4
17.321,Фрунзенский,"Купчинская ул., д.18",1
17.322,Фрунзенский,"Купчинская ул., д.19, к.1",5
17.323,Фрунзенский,"Купчинская ул., д.19, к.2",6
17.324,Фрунзенский,"Купчинская ул., д.20, к.2",5
17.325,Фрунзенский,"Купчинская ул., д.20, к.3",5
17.326,Фрунзенский,"Купчинская ул., д.20, к.4",5
17.327,Фрунзенский,"Купчинская ул., д.21, к.1",2
17.328,Фрунзенский,"Купчинская ул., д.22/8, к.1",5
17.329,Фрунзенский,"Купчинская ул., д.24, к.1",20
17.330,Фрунзенский,"Купчинская ул., д.25, к.2",17
17.331,Фрунзенский,"Купчинская ул., д.25/11",2
17.332,Фрунзенский,"Купчинская ул., д.30, к.3",1
17.333,Фрунзенский,"Купчинская ул., д.33",8
17.334,Фрунзенский,"Купчинская ул., д.34",4
17.335,Фрунзенский,"Купчинская ул., д.36",8
17.336,Фрунзенский,"Купчинская ул., д.4, к.2",3
17.337,Фрунзенский,"Купчинская ул., д.8, к.1",19
17.338,Фрунзенский,"Купчинская ул., д.9, к.1",5
17.339,Фрунзенский,"Курская ул., д.12",2
17.340,Фрунзенский,"Лиговский пр., д.130",4
17.341,Фрунзенский,"Лиговский пр., д.153",1
17.342,Фрунзенский,"Лиговский пр., д.156",4
17.343,Фрунзенский,"Лиговский пр., д.171",1
17.344,Фрунзенский,"Лиговский пр., д.185",1
17.345,Фрунзенский,"Лиговский пр., д.207",2
17.346,Фрунзенский,"Лиговский пр., д.242, лит.П",2
17.347,Фрунзенский,"Лиговский пр., д.255",4
17.348,Фрунзенский,"Лиговский пр., д.257",2
17.349,Фрунзенский,"Лиговский пр., д.261",2
17.350,Фрунзенский,"Малая Балканская ул., д.12, к.1",5
17.351,Фрунзенский,"Малая Балканская ул., д.14, к.1",3
17.352,Фрунзенский,"Малая Балканская ул., д.30/3",8
17.353,Фрунзенский,"Малая Балканская ул., д.34",6
17.354,Фрунзенский,"Малая Балканская ул., д.36, к.3",2
17.355,Фрунзенский,"Малая Балканская ул., д.38",5
17.356,Фрунзенский,"Малая Балканская ул., д.4, к.2",2
17.357,Фрунзенский,"Малая Балканская ул., д.4, к.3",2
17.358,Фрунзенский,"Малая Балканская ул., д.40, к.1",11
17.359,Фрунзенский,"Малая Балканская ул., д.42, к.1",11
17.360,Фрунзенский,"Малая Балканская ул., д.42, к.3",6
17.361,Фрунзенский,"Малая Балканская ул., д.46",2
17.362,Фрунзенский,"Малая Балканская ул., д.54",3
17.363,Фрунзенский,"Малая Балканская ул., д.58",8
17.364,Фрунзенский,"Малая Балканская ул., д.6, к.1",2
17.365,Фрунзенский,"Малая Балканская ул., д.60, к.1",12
17.366,Фрунзенский,"Малая Балканская ул., д.60, к.3",4
17.367,Фрунзенский,"Малая Балканская ул., д.62",1
17.368,Фрунзенский,"Малая Балканская ул., д.62/25",2
17.369,Фрунзенский,"Малая Балканская ул.,д.52",2
17.370,Фрунзенский,"Малая Бухарестская ул., д.10, к.1",2
17.371,Фрунзенский,"Малая Бухарестская ул., д.10, к.2",2
17.372,Фрунзенский,"Малая Бухарестская ул., д.11/60",2
17.373,Фрунзенский,"Малая Бухарестская ул., д.2",4
17.374,Фрунзенский,"Малая Бухарестская ул., д.5, к.1",2
17.375,Фрунзенский,"Малая Бухарестская ул., д.6, к.1",2
17.376,Фрунзенский,"Малая Бухарестская ул., д.7, к.1",18
17.377,Фрунзенский,"Малая Бухарестская ул., д.8, к.1",2
17.378,Фрунзенский,"Малая Бухарестская ул., д.9",9
17.379,Фрунзенский,"Малая Карпатская ул., д.15",3
17.380,Фрунзенский,"Моравский пер., д.7, к.1",12
17.381,Фрунзенский,"Нефтяная дор., д.11, лит.В",1
17.382,Фрунзенский,"Обводного кан. наб., д.34",1
17.383,Фрунзенский,"Обводного кан. наб., д.42",1
17.384,Фрунзенский,"Обводного кан. наб., д.46",1
17.385,Фрунзенский,"Обводного кан. наб., д.60",2
17.386,Фрунзенский,"Обводного кан. наб., д.66",1
17.387,Фрунзенский,"Обводного кан.наб., д.36",2
17.388,Фрунзенский,"Обводного кан.наб., д.50",2
17.389,Фрунзенский,"Олеко Дундича ул., д.10, к.1",14
17.390,Фрунзенский,"Олеко Дундича ул., д.19, к.1",18
17.391,Фрунзенский,"Олеко Дундича ул., д.19, к.2",12
17.392,Фрунзенский,"Олеко Дундича ул., д.19, к.4",3
17.393,Фрунзенский,"Олеко Дундича ул., д.19, к.5",6
17.394,Фрунзенский,"Олеко Дундича ул., д.25, к.3",4
17.395,Фрунзенский,"Олеко Дундича ул., д.26, к.1",4
17.396,Фрунзенский,"Олеко Дундича ул., д.26, к.2",1
17.397,Фрунзенский,"Олеко Дундича ул., д.28/35",1
17.398,Фрунзенский,"Олеко Дундича ул., д.3/30",8
17.399,Фрунзенский,"Олеко Дундича ул., д.35, к.1",6
17.400,Фрунзенский,"Олеко Дундича ул., д.36, к.1",16
17.401,Фрунзенский,"Олеко Дундича ул., д.36, к.3",6
17.402,Фрунзенский,"Олеко Дундича ул., д.37, к.2",3
17.403,Фрунзенский,"Олеко Дундича ул., д.38, к.3",4
17.404,Фрунзенский,"Олеко Дундича ул., д.39, к.1",4
17.405,Фрунзенский,"Олеко Дундича ул., д.39, к.2",12
17.406,Фрунзенский,"Олеко Дундича ул., д.40",2
17.407,Фрунзенский,"Пловдивская ул., д.14А",14
17.408,Фрунзенский,"Пловдивская ул., д.3, к.1",10
17.409,Фрунзенский,"Пловдивская ул., д.9",4
17.410,Фрунзенский,"Пражская ул., д.15",9
17.411,Фрунзенский,"Пражская ул., д.17, к.1",4
17.412,Фрунзенский,"Пражская ул., д.22",6
17.413,Фрунзенский,"Пражская ул., д.25",2
17.414,Фрунзенский,"Пражская ул., д.3",8
17.415,Фрунзенский,"Пражская ул., д.30, к.1",3
17.416,Фрунзенский,"Пражская ул., д.36",2
17.417,Фрунзенский,"Пражская ул., д.38",3
17.418,Фрунзенский,"Пражская ул., д.39",6
17.419,Фрунзенский,"Пражская ул., д.46",3
17.420,Фрунзенский,"Пражская ул., д.7, к.1",8
17.421,Фрунзенский,"Пражская ул., д.7, к.4",1
17.422,Фрунзенский,"Пражская ул., д.9, к.1",2
17.423,Фрунзенский,"Пражская ул., д.9, к.2",6
17.424,Фрунзенский,"Пражская, д.37, к.1",9
17.425,Фрунзенский,"Путепровод через Славы пр., Славы пр., д.5",1
17.426,Фрунзенский,"Путепровод через Славы пр., Славы пр., д.58",1
17.427,Фрунзенский,"Рыбинская ул., д.2",1
17.428,Фрунзенский,"Салова ул., д.24",4
17.429,Фрунзенский,"Салова ул., д.27Д",1
17.430,Фрунзенский,"Салова ул., д.28",1
17.431,Фрунзенский,"Салова ул., д.52",6
17.432,Фрунзенский,"Салова ул., д.63",1
17.433,Фрунзенский,"Самойловой ул., д.5К",1
17.434,Фрунзенский,"Славы пр., д.10",1
17.435,Фрунзенский,"Славы пр., д.10, к.1",9
17.436,Фрунзенский,"Славы пр., д.10, к.2",9
17.437,Фрунзенский,"Славы пр., д.10, к.3",6
17.438,Фрунзенский,"Славы пр., д.10, к.5",6
17.439,Фрунзенский,"Славы пр., д.11",9
17.440,Фрунзенский,"Славы пр., д.12, к.1",8
17.441,Фрунзенский,"Славы пр., д.13",9
17.442,Фрунзенский,"Славы пр., д.15",5
17.443,Фрунзенский,"Славы пр., д.18",9
17.444,Фрунзенский,"Славы пр., д.19, к.1",8
17.445,Фрунзенский,"Славы пр., д.2, к.1",8
17.446,Фрунзенский,"Славы пр., д.2, к.2",4
17.447,Фрунзенский,"Славы пр., д.2, к.3",4
17.448,Фрунзенский,"Славы пр., д.2, к.4",4
17.449,Фрунзенский,"Славы пр., д.20",9
17.450,Фрунзенский,"Славы пр., д.23, к.1",2
17.451,Фрунзенский,"Славы пр., д.23, к.2",17
17.452,Фрунзенский,"Славы пр., д.23, к.4",1
17.453,Фрунзенский,"Славы пр., д.25",9
17.454,Фрунзенский,"Славы пр., д.27",4
17.455,Фрунзенский,"Славы пр., д.28",10
17.456,Фрунзенский,"Славы пр., д.29",9
17.457,Фрунзенский,"Славы пр., д.30, к.1",2
17.458,Фрунзенский,"Славы пр., д.30, к.5",6
17.459,Фрунзенский,"Славы пр., д.30, к.6",6
17.460,Фрунзенский,"Славы пр., д.35, к.2",2
17.461,Фрунзенский,"Славы пр., д.38",7
17.462,Фрунзенский,"Славы пр., д.38, к.2",6
17.463,Фрунзенский,"Славы пр., д.39",3
17.464,Фрунзенский,"Славы пр., д.4",6
17.465,Фрунзенский,"Славы пр., д.40, к.1",16
17.466,Фрунзенский,"Славы пр., д.40, к.3",9
17.467,Фрунзенский,"Славы пр., д.40, к.5",2
17.468,Фрунзенский,"Славы пр., д.41",3
17.469,Фрунзенский,"Славы пр., д.43/49",15
17.470,Фрунзенский,"Славы пр., д.6, к.1",14
17.471,Фрунзенский,"Славы пр., д.6, к.2",2
17.472,Фрунзенский,"Славы пр., д.60",8
17.473,Фрунзенский,"Славы пр., д.7, к.1",5
17.474,Фрунзенский,"Славы пр., д.9",9
17.475,Фрунзенский,"Софийская ул., д.101, лит.Е",1
17.476,Фрунзенский,"Софийская ул., д.20, к.1",2
17.477,Фрунзенский,"Софийская ул., д.21, к.1",3
17.478,Фрунзенский,"Софийская ул., д.23",7
17.479,Фрунзенский,"Софийская ул., д.27А",14
17.480,Фрунзенский,"Софийская ул., д.29",6
17.481,Фрунзенский,"Софийская ул., д.30, к.1",6
17.482,Фрунзенский,"Софийская ул., д.31",12
17.483,Фрунзенский,"Софийская ул., д.32, к.1",2
17.484,Фрунзенский,"Софийская ул., д.32, к.2",7
17.485,Фрунзенский,"Софийская ул., д.33, к.2",5
17.486,Фрунзенский,"Софийская ул., д.33, к.3",9
17.487,Фрунзенский,"Софийская ул., д.34, к.1",1
17.488,Фрунзенский,"Софийская ул., д.34, к.3",3
17.489,Фрунзенский,"Софийская ул., д.35, к.2",3
17.490,Фрунзенский,"Софийская ул., д.35, к.3",6
17.491,Фрунзенский,"Софийская ул., д.35, к.4",5
17.492,Фрунзенский,"Софийская ул., д.35, к.7",15
17.493,Фрунзенский,"Софийская ул., д.35, к.8",6
17.494,Фрунзенский,"Софийская ул., д.37, к.1",2
17.495,Фрунзенский,"Софийская ул., д.39, к.2",5
17.496,Фрунзенский,"Софийская ул., д.39, к.3",9
17.497,Фрунзенский,"Софийская ул., д.41, к.2",3
17.498,Фрунзенский,"Софийская ул., д.42, к.1",1
17.499,Фрунзенский,"Софийская ул., д.42, к.3",4
17.500,Фрунзенский,"Софийская ул., д.43, к.1",5
17.501,Фрунзенский,"Софийская ул., д.43, к.3",5
17.502,Фрунзенский,"Софийская ул., д.45, к.1",5
17.503,Фрунзенский,"Софийская ул., д.45, к.2",1
17.504,Фрунзенский,"Софийская ул., д.46, к.1",6
17.505,Фрунзенский,"Софийская ул., д.47, к.2",9
17.506,Фрунзенский,"Софийская ул., д.48, к.1",2
17.507,Фрунзенский,"Софийская ул., д.48, к.2",7
17.508,Фрунзенский,"Софийская ул., д.50",4
17.509,Фрунзенский,"Софийская ул., д.53",6
17.510,Фрунзенский,"Софийская ул., д.57",10
17.511,Фрунзенский,"Софийская ул., д.58, к.2",3
17.512,Фрунзенский,"Софийская ул., д.60",5
17.513,Фрунзенский,"Софийская ул., д.66",6
17.514,Фрунзенский,"Софийская ул., д.72",1
17.515,Фрунзенский,"Софийская ул., д.95, лит.И",2
17.516,Фрунзенский,"Стрельбищенская ул., д.1",3
17.517,Фрунзенский,"Стрельбищенская ул., д.10",6
17.518,Фрунзенский,"Стрельбищенская ул., д.14",8
17.519,Фрунзенский,"Стрельбищенская ул., д.15",4
17.520,Фрунзенский,"Стрельбищенская ул., д.24",4
17.521,Фрунзенский,"Стрельбищенская ул., д.25",3
17.522,Фрунзенский,"Стрельбищенская ул., д.26",4
17.523,Фрунзенский,"Стрельбищенская ул., д.27",3
17.524,Фрунзенский,"Стрельбищенская ул., д.28",3
17.525,Фрунзенский,"Стрельбищенская ул., д.30",4
17.526,Фрунзенский,"Стрельбищенская ул., д.4",6
17.527,Фрунзенский,"Стрельбищенская ул., д.40",3
17.528,Фрунзенский,"Стрельбищенская ул., д.5",3
17.529,Фрунзенский,"Тамбовская ул., д.8",1
17.530,Фрунзенский,"Турку ул., д.1",3
17.531,Фрунзенский,"Турку ул., д.1, к.2",2
17.532,Фрунзенский,"Турку ул., д.10, к.1",7
17.533,Фрунзенский,"Турку ул., д.10, к.2",7
17.534,Фрунзенский,"Турку ул., д.11, к.1",6
17.535,Фрунзенский,"Турку ул., д.12, к.2",7
17.536,Фрунзенский,"Турку ул., д.12, к.4",1
17.537,Фрунзенский,"Турку ул., д.12, к.5",1
17.538,Фрунзенский,"Турку ул., д.12, к.6",7
17.539,Фрунзенский,"Турку ул., д.16",3
17.540,Фрунзенский,"Турку ул., д.19, к.1",10
17.541,Фрунзенский,"Турку ул., д.2, к.1",9
17.542,Фрунзенский,"Турку ул., д.20, к.1",4
17.543,Фрунзенский,"Турку ул., д.20, к.2",3
17.544,Фрунзенский,"Турку ул., д.21, к.2",19
17.545,Фрунзенский,"Турку ул., д.22, к.1",6
17.546,Фрунзенский,"Турку ул., д.22, к.3",5
17.547,Фрунзенский,"Турку ул., д.23, к.1",7
17.548,Фрунзенский,"Турку ул., д.24, к.1",6
17.549,Фрунзенский,"Турку ул., д.28, к.1",5
17.550,Фрунзенский,"Турку ул., д.28, к.2",5
17.551,Фрунзенский,"Турку ул., д.28, к.5",1
17.552,Фрунзенский,"Турку ул., д.30",4
17.553,Фрунзенский,"Турку ул., д.32, к.2",5
17.554,Фрунзенский,"Турку ул., д.4",7
17.555,Фрунзенский,"Турку ул., д.5/13",7
17.556,Фрунзенский,"Турку ул., д.7",8
17.557,Фрунзенский,"Турку ул., д.8, к.1",7
17.558,Фрунзенский,"Турку ул., д.8, к.2",7
17.559,Фрунзенский,"Турку ул., д.8, к.3",7
17.560,Фрунзенский,"Турку ул., д.8, к.4",7
17.561,Фрунзенский,"Турку ул., д.9, к.1",6
17.562,Фрунзенский,"Турку ул., д.9, к.2",6
17.563,Фрунзенский,"Турку ул., д.9, к.3",6
17.564,Фрунзенский,"Турку ул., д.9, к.4",6
17.565,Фрунзенский,"Турку ул., д.9, к.5",6
17.566,Фрунзенский,"Южное ш., д.58",4
17.567,Фрунзенский,"Ярослава Гашека ул., д.10, к.2",2
17.568,Фрунзенский,"Ярослава Гашека ул., д.10/85",7
17.569,Фрунзенский,"Ярослава Гашека ул., д.11/25",1
17.570,Фрунзенский,"Ярослава Гашека ул., д.12/100",9
17.571,Фрунзенский,"Ярослава Гашека ул., д.13, к.2",14
17.572,Фрунзенский,"Ярослава Гашека ул., д.2",2
17.573,Фрунзенский,"Ярослава Гашека ул., д.26, к.1",9
17.574,Фрунзенский,"Ярослава Гашека ул., д.26, к.2",14
17.575,Фрунзенский,"Ярослава Гашека ул., д.28",3
17.576,Фрунзенский,"Ярослава Гашека ул., д.30, к.2",14
17.577,Фрунзенский,"Ярослава Гашека ул., д.30/5",2
17.578,Фрунзенский,"Ярослава Гашека ул., д.4, к.1",11
17.579,Фрунзенский,"Ярослава Гашека ул., д.4, к.4",4
17.580,Фрунзенский,"Ярослава Гашека ул., д.7, к.1",10
17.581,Фрунзенский,"Ярослава Гашека ул., д.8/22, к.1",9
17.582,Фрунзенский,"Ярослава Гашека ул., д.9, к.2",18
18.1,Центральный,"10-я Советская ул., д.1-3",1
18.2,Центральный,"2-я Советская ул., д.18, лит.В",3
18.3,Центральный,"2-я Советская ул., д.25а",1
18.4,Центральный,"2-я Советская ул., д.27",2
18.5,Центральный,"2-я Советская ул., д.27/2",1
18.6,Центральный,"2-я Советская ул., д.8",3
18.7,Центральный,"3-я Советская ул., д.28, лит.Б",8
18.8,Центральный,"3-я Советская ул., д.48",1
18.9,Центральный,"4-я Советская ул., д.18",1
18.10,Центральный,"4-я Советская ул., д.3",1
18.11,Центральный,"4-я Советская ул., д.32",1
18.12,Центральный,"4-я Советская ул., д.4, к.9",7
18.13,Центральный,"4-я Советская ул., д.4/9",1
18.14,Центральный,"5-я Советская ул., д.34",9
18.15,Центральный,"5-я Советская ул., д.5",1
18.16,Центральный,"5-я Советская ул., д.7",1
18.17,Центральный,"5-я Советская ул., д.7-9",3
18.18,Центральный,"6-я Советская ул., д.20",3
18.19,Центральный,"6-я Советская ул., д.22/22",1
18.20,Центральный,"7-я Советская ул., д.16",1
18.21,Центральный,"7-я Советская ул., д.24",1
18.22,Центральный,"8-я Советская ул., д.14",1
18.23,Центральный,"8-я Советская ул., д.3",4
18.24,Центральный,"8-я Советская ул., д.31/27",1
18.25,Центральный,"8-я Советская ул., д.4",1
18.26,Центральный,"8-я Советская ул., д.46",1
18.27,Центральный,"9-я Советская ул., д.10-12",1
18.28,Центральный,"9-я Советская ул., д.31",6
18.29,Центральный,"9-я Советская ул., д.9/30",1
18.30,Центральный,Александра Невского мост,18
18.31,Центральный,"Александра Невского пл., д.1, лит.Г",1
18.32,Центральный,"Александра Невского пл., д.1Б",1
18.33,Центральный,"Александра Невского пл., д.1Ж",5
18.34,Центральный,"Александра Невского пл., д.2, лит.Б",1
18.35,Центральный,"Александра Невского пл., д.2, лит.Е",2
18.36,Центральный,"Александра Невского ул., д.10",1
18.37,Центральный,"Александра Невского ул., д.3",1
18.38,Центральный,"Александра Невского ул., д.6",1
18.39,Центральный,"Александра Невского ул., д.9",2
18.40,Центральный,"Апраксин пер., д.15",1
18.41,Центральный,"Апраксин пер., д.16",1
18.42,Центральный,"Апраксин пер., д.19-21",3
18.43,Центральный,"Апраксин пер., д.20",1
18.44,Центральный,"Апраксин пер., д.3",1
18.45,Центральный,"Апраксин пер., д.9",1
18.46,Центральный,"Аптекарский пер., д.4",3
18.47,Центральный,"Аптекарский пер., д.6",1
18.48,Центральный,"Атаманская ул., д.2",1
18.49,Центральный,"Атаманская ул., д.6, лит.В",1
