district,address,type,cadastral_number,area,status,document,obj_id
Адмиралтейский,"198013, г.Санкт-Петербург, Малодетскосельский проспект, д. 29, литера А",часть помещения,,75.6,включен,237-р от 26.12.2008,1100010179
Адмиралтейский,"198013, г.Санкт-Петербург, Верейская улица, д. 1/62, литера В",здание,78:32:0001632:2021,175.6,исключен,177-р от 13.10.2011,1100025316
Центральный,"191014, г.Санкт-Петербург, Литейный проспект, д. 37-39, литера А",помещение,78:1266:0:45:1,218.8,исключен,111-р от 24.08.2010,300011357
Адмиралтейский,"190068, г.Санкт-Петербург, набережная реки Фонтанки, д. 127, литера А",помещение,78:1063:1:2:10,158.7,включен,237-р от 26.12.2008,1100009443
Центральный,"191123, г.Санкт-Петербург, Захарьевская улица, д. 14, литера З",здание,78:31:0001109:3014,58.3,исключен,3-р (2203) от 09.01.2014,300038029
Василеостровский,"199034, г.Санкт-Петербург, 16-я линия В.О., д. 9, литера Б",здание,78:2052:0:18,42.4,включен,237-р от 26.12.2008,1400010818
Адмиралтейский,"190000, г.Санкт-Петербург, Большая Морская улица, д. 25, литера А",помещение,78:32:1180:1:1:2,328.5,исключен,142-р от 08.10.2010,1100007173
Центральный,"191028, г.Санкт-Петербург, набережная реки Фонтанки, д. 14, литера А",часть помещения,78:31:1189:13:100:14,43.8,включен,237-р от 26.12.2008,300112454
Центральный,"191104, г.Санкт-Петербург, Литейный проспект, д. 53, литера А",часть помещения,78:1283:0:33,535.6,включен,237-р от 26.12.2008,300086601
Центральный,"191104, г.Санкт-Петербург, Литейный проспект, д. 53, литера А",часть помещения,78:31:1283:0:33:7,180.8,включен,237-р от 26.12.2008,300013452
Центральный,"191104, г.Санкт-Петербург, Литейный проспект, д. 53, литера А",часть помещения,78:1283:0:33,61.8,включен,237-р от 26.12.2008,300086595
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 30, литера А",часть помещения,78:1056К:4:18:2,22.3,исключен,272-рк от 22.04.2016,300094112
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 30, литера А",часть помещения,78:1056К:4:18:2,14.0,исключен,272-рк от 22.04.2016,300094115
Центральный,"191186, г.Санкт-Петербург, набережная канала Грибоедова, д. 14, литера А",часть помещения,78:31:1288:0:16:7,262.7,исключен,5-р от 25.01.2012,300036758
Красносельский,"г.Санкт-Петербург, Ленинский проспект, д. 53, к. 1, литера А",помещение,78:40:0008341:16734,64.9,включен,81-рк от 08.06.2015,100117180
Красносельский,"г.Санкт-Петербург, Ленинский проспект, д. 53, к. 1, литера А",помещение,78:40:0008341:16775,128.4,включен,81-рк от 08.06.2015,100117181
Петроградский,"197110, г.Санкт-Петербург, Большая Зеленина улица, д. 8, литера А",помещение,78:7:3141:0:4:1,82.2,исключен,911-рк от 28.11.2016,1500042706
Центральный,"191014, г.Санкт-Петербург, улица Маяковского, д. 11, литера А",помещение,78:31:0001218:2488,117.1,включен,237-р от 26.12.2008,300081637
Адмиралтейский,"190000, г.Санкт-Петербург, Гороховая улица, д. 51, литера А",помещение,78:32:1058:2:26:1,192.9,исключен,911-рк от 28.11.2016,1100009526
Петроградский,"197101, г.Санкт-Петербург, Каменноостровский проспект, д. 22, литера А",помещение,78:07:0003057:2580,55.8,включен,237-р от 26.12.2008,1500041417
Петроградский,"197136, г.Санкт-Петербург, Большой  проспект П.С., д. 82, литера А",помещение,78:07:0003114:1291,275.2,включен,870-рк от 18.09.2020,1500046242
Центральный,"191186, г.Санкт-Петербург, Невский проспект, д. 20, литера А",помещение, 78:31:0001183:3037 ,264.2,исключен,386-рк от 29.04.2020,300013695
Кировский,"г.Санкт-Петербург, проспект Стачек, д. 88, литера А",помещение,78:8202:4:1:4,26.0,включен,237-р от 26.12.2008,500015697
Невский,"г.Санкт-Петербург, улица Подвойского, д. 46, литера Ш",помещение,78:12:0006313:7560,63.8,включен,1054-рк от 31.10.2019,100121468
Центральный,"191025, г.Санкт-Петербург, Невский проспект, д. 112, литера А",помещение,78:31:0001130:4039,40.1,включен,998-рк от 17.10.2019,100126986
Московский,"196128, г.Санкт-Петербург, Московский проспект, д. 151, к. 3, литера Т",часть здания,78:7618:0:57,52.0,исключен,833-рк от 20.10.2016,1200028420
Адмиралтейский,"198020, г.Санкт-Петербург, набережная Обводного канала, д. 211-213, литера А",помещение,78:32:1663:0:96:6,20.6,включен,237-р от 26.12.2008,1100000136
Московский,"196128, г.Санкт-Петербург, Московский проспект, д. 155, литера А",часть помещения,78:14:7626А:8:28:18,58.2,включен,237-р от 26.12.2008,1200009286
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 56, литера Е",помещение,78:31:1521:0:117:5,299.1,исключен,130-р от 14.09.2012,300029305
